ZIP,"Latitude","Longitude","Accuracy Score","Accuracy Type","Address Line 1","Address Line 2","Address Line 3","House Number","Street","Unit Type","Unit Number","City","State","County","Postal Code","Country","Source"
59715-8756,45.82641,-110.898799,1,place,,,"Bozeman, MT 59715",,,,,Bozeman,MT,"Gallatin County",59715,US,"TIGER/Line® dataset from the US Census Bureau"
59715-8793,45.82641,-110.898799,1,place,,,"Bozeman, MT 59715",,,,,Bozeman,MT,"Gallatin County",59715,US,"TIGER/Line® dataset from the US Census Bureau"
59715-9220,45.82641,-110.898799,1,place,,,"Bozeman, MT 59715",,,,,Bozeman,MT,"Gallatin County",59715,US,"TIGER/Line® dataset from the US Census Bureau"
59715-9241,45.82641,-110.898799,1,place,,,"Bozeman, MT 59715",,,,,Bozeman,MT,"Gallatin County",59715,US,"TIGER/Line® dataset from the US Census Bureau"
59715-9322,45.82641,-110.898799,1,place,,,"Bozeman, MT 59715",,,,,Bozeman,MT,"Gallatin County",59715,US,"TIGER/Line® dataset from the US Census Bureau"
59715-9330,45.82641,-110.898799,1,place,,,"Bozeman, MT 59715",,,,,Bozeman,MT,"Gallatin County",59715,US,"TIGER/Line® dataset from the US Census Bureau"
59715-9352,45.82641,-110.898799,1,place,,,"Bozeman, MT 59715",,,,,Bozeman,MT,"Gallatin County",59715,US,"TIGER/Line® dataset from the US Census Bureau"
59715-9368,45.82641,-110.898799,1,place,,,"Bozeman, MT 59715",,,,,Bozeman,MT,"Gallatin County",59715,US,"TIGER/Line® dataset from the US Census Bureau"
59715-9628,45.82641,-110.898799,1,place,,,"Bozeman, MT 59715",,,,,Bozeman,MT,"Gallatin County",59715,US,"TIGER/Line® dataset from the US Census Bureau"
59715-9630,45.82641,-110.898799,1,place,,,"Bozeman, MT 59715",,,,,Bozeman,MT,"Gallatin County",59715,US,"TIGER/Line® dataset from the US Census Bureau"
59716-1000,45.28465,-111.36829,1,place,,,"Big Sky, MT 59716",,,,,"Big Sky",MT,"Gallatin County",59716,US,"TIGER/Line® dataset from the US Census Bureau"
59716-1725,45.28465,-111.36829,1,place,,,"Big Sky, MT 59716",,,,,"Big Sky",MT,"Gallatin County",59716,US,"TIGER/Line® dataset from the US Census Bureau"
59718,45.66812,-111.240393,1,place,,,"Bozeman, MT 59718",,,,,Bozeman,MT,"Gallatin County",59718,US,"TIGER/Line® dataset from the US Census Bureau"
59718-2084,45.66812,-111.240393,1,place,,,"Bozeman, MT 59718",,,,,Bozeman,MT,"Gallatin County",59718,US,"TIGER/Line® dataset from the US Census Bureau"
59718-2447,45.66812,-111.240393,1,place,,,"Bozeman, MT 59718",,,,,Bozeman,MT,"Gallatin County",59718,US,"TIGER/Line® dataset from the US Census Bureau"
59718-2724,45.66812,-111.240393,1,place,,,"Bozeman, MT 59718",,,,,Bozeman,MT,"Gallatin County",59718,US,"TIGER/Line® dataset from the US Census Bureau"
59718-2818,45.66812,-111.240393,1,place,,,"Bozeman, MT 59718",,,,,Bozeman,MT,"Gallatin County",59718,US,"TIGER/Line® dataset from the US Census Bureau"
59718-2859,45.66812,-111.240393,1,place,,,"Bozeman, MT 59718",,,,,Bozeman,MT,"Gallatin County",59718,US,"TIGER/Line® dataset from the US Census Bureau"
59718-4117,45.66812,-111.240393,1,place,,,"Bozeman, MT 59718",,,,,Bozeman,MT,"Gallatin County",59718,US,"TIGER/Line® dataset from the US Census Bureau"
59718-4836,45.66812,-111.240393,1,place,,,"Bozeman, MT 59718",,,,,Bozeman,MT,"Gallatin County",59718,US,"TIGER/Line® dataset from the US Census Bureau"
59718-5837,45.66812,-111.240393,1,place,,,"Bozeman, MT 59718",,,,,Bozeman,MT,"Gallatin County",59718,US,"TIGER/Line® dataset from the US Census Bureau"
59718-6113,45.66812,-111.240393,1,place,,,"Bozeman, MT 59718",,,,,Bozeman,MT,"Gallatin County",59718,US,"TIGER/Line® dataset from the US Census Bureau"
59718-6131,45.66812,-111.240393,1,place,,,"Bozeman, MT 59718",,,,,Bozeman,MT,"Gallatin County",59718,US,"TIGER/Line® dataset from the US Census Bureau"
59718-6167,45.66812,-111.240393,1,place,,,"Bozeman, MT 59718",,,,,Bozeman,MT,"Gallatin County",59718,US,"TIGER/Line® dataset from the US Census Bureau"
59718-6192,45.66812,-111.240393,1,place,,,"Bozeman, MT 59718",,,,,Bozeman,MT,"Gallatin County",59718,US,"TIGER/Line® dataset from the US Census Bureau"
59718-6619,45.66812,-111.240393,1,place,,,"Bozeman, MT 59718",,,,,Bozeman,MT,"Gallatin County",59718,US,"TIGER/Line® dataset from the US Census Bureau"
59718-7528,45.66812,-111.240393,1,place,,,"Bozeman, MT 59718",,,,,Bozeman,MT,"Gallatin County",59718,US,"TIGER/Line® dataset from the US Census Bureau"
59718-7704,45.66812,-111.240393,1,place,,,"Bozeman, MT 59718",,,,,Bozeman,MT,"Gallatin County",59718,US,"TIGER/Line® dataset from the US Census Bureau"
59718-7872,45.66812,-111.240393,1,place,,,"Bozeman, MT 59718",,,,,Bozeman,MT,"Gallatin County",59718,US,"TIGER/Line® dataset from the US Census Bureau"
59718-8713,45.66812,-111.240393,1,place,,,"Bozeman, MT 59718",,,,,Bozeman,MT,"Gallatin County",59718,US,"TIGER/Line® dataset from the US Census Bureau"
59718-8966,45.66812,-111.240393,1,place,,,"Bozeman, MT 59718",,,,,Bozeman,MT,"Gallatin County",59718,US,"TIGER/Line® dataset from the US Census Bureau"
59729,45.289586,-111.665136,1,place,,,"Ennis, MT 59729",,,,,Ennis,MT,"Madison County",59729,US,"TIGER/Line® dataset from the US Census Bureau"
59749-7726,45.45548,-112.19694,1,place,,,"Sheridan, MT 59749",,,,,Sheridan,MT,"Madison County",59749,US,"TIGER/Line® dataset from the US Census Bureau"
59758,44.763016,-111.237705,1,place,,,"West Yellowstone, MT 59758",,,,,"West Yellowstone",MT,"Gallatin County",59758,US,"TIGER/Line® dataset from the US Census Bureau"
59758-0967,44.763016,-111.237705,1,place,,,"West Yellowstone, MT 59758",,,,,"West Yellowstone",MT,"Gallatin County",59758,US,"TIGER/Line® dataset from the US Census Bureau"
59760-0253,45.782744,-111.634532,1,place,,,"Willow Creek, MT 59760",,,,,"Willow Creek",MT,"Gallatin County",59760,US,"TIGER/Line® dataset from the US Census Bureau"
59771-1871,45.72465,-111.123775,1,place,,,"Bozeman, MT 59771",,,,,Bozeman,MT,"Gallatin County",59771,US,"TIGER/Line® dataset from the US Census Bureau"
59801,46.856398,-114.014338,1,place,,,"Missoula, MT 59801",,,,,Missoula,MT,"Missoula County",59801,US,"TIGER/Line® dataset from the US Census Bureau"
59801-1845,46.856398,-114.014338,1,place,,,"Missoula, MT 59801",,,,,Missoula,MT,"Missoula County",59801,US,"TIGER/Line® dataset from the US Census Bureau"
59801-1848,46.856398,-114.014338,1,place,,,"Missoula, MT 59801",,,,,Missoula,MT,"Missoula County",59801,US,"TIGER/Line® dataset from the US Census Bureau"
59801-2716,46.856398,-114.014338,1,place,,,"Missoula, MT 59801",,,,,Missoula,MT,"Missoula County",59801,US,"TIGER/Line® dataset from the US Census Bureau"
59801-3352,46.856398,-114.014338,1,place,,,"Missoula, MT 59801",,,,,Missoula,MT,"Missoula County",59801,US,"TIGER/Line® dataset from the US Census Bureau"
59801-3827,46.856398,-114.014338,1,place,,,"Missoula, MT 59801",,,,,Missoula,MT,"Missoula County",59801,US,"TIGER/Line® dataset from the US Census Bureau"
59801-4835,46.856398,-114.014338,1,place,,,"Missoula, MT 59801",,,,,Missoula,MT,"Missoula County",59801,US,"TIGER/Line® dataset from the US Census Bureau"
59801-5946,46.856398,-114.014338,1,place,,,"Missoula, MT 59801",,,,,Missoula,MT,"Missoula County",59801,US,"TIGER/Line® dataset from the US Census Bureau"
59801-7052,46.856398,-114.014338,1,place,,,"Missoula, MT 59801",,,,,Missoula,MT,"Missoula County",59801,US,"TIGER/Line® dataset from the US Census Bureau"
59801-7318,46.856398,-114.014338,1,place,,,"Missoula, MT 59801",,,,,Missoula,MT,"Missoula County",59801,US,"TIGER/Line® dataset from the US Census Bureau"
59801-8134,46.856398,-114.014338,1,place,,,"Missoula, MT 59801",,,,,Missoula,MT,"Missoula County",59801,US,"TIGER/Line® dataset from the US Census Bureau"
59802,46.903865,-113.919148,1,place,,,"Missoula, MT 59802",,,,,Missoula,MT,"Missoula County",59802,US,"TIGER/Line® dataset from the US Census Bureau"
59802-2532,46.903865,-113.919148,1,place,,,"Missoula, MT 59802",,,,,Missoula,MT,"Missoula County",59802,US,"TIGER/Line® dataset from the US Census Bureau"
59802-2774,46.903865,-113.919148,1,place,,,"Missoula, MT 59802",,,,,Missoula,MT,"Missoula County",59802,US,"TIGER/Line® dataset from the US Census Bureau"
59802-3166,46.903865,-113.919148,1,place,,,"Missoula, MT 59802",,,,,Missoula,MT,"Missoula County",59802,US,"TIGER/Line® dataset from the US Census Bureau"
59802-3356,46.903865,-113.919148,1,place,,,"Missoula, MT 59802",,,,,Missoula,MT,"Missoula County",59802,US,"TIGER/Line® dataset from the US Census Bureau"
59802-3358,46.903865,-113.919148,1,place,,,"Missoula, MT 59802",,,,,Missoula,MT,"Missoula County",59802,US,"TIGER/Line® dataset from the US Census Bureau"
59802-3659,46.903865,-113.919148,1,place,,,"Missoula, MT 59802",,,,,Missoula,MT,"Missoula County",59802,US,"TIGER/Line® dataset from the US Census Bureau"
59802-5224,46.903865,-113.919148,1,place,,,"Missoula, MT 59802",,,,,Missoula,MT,"Missoula County",59802,US,"TIGER/Line® dataset from the US Census Bureau"
59803-1504,46.811758,-113.987645,1,place,,,"Missoula, MT 59803",,,,,Missoula,MT,"Missoula County",59803,US,"TIGER/Line® dataset from the US Census Bureau"
59803-1518,46.811758,-113.987645,1,place,,,"Missoula, MT 59803",,,,,Missoula,MT,"Missoula County",59803,US,"TIGER/Line® dataset from the US Census Bureau"
59803-1638,46.811758,-113.987645,1,place,,,"Missoula, MT 59803",,,,,Missoula,MT,"Missoula County",59803,US,"TIGER/Line® dataset from the US Census Bureau"
59803-2525,46.811758,-113.987645,1,place,,,"Missoula, MT 59803",,,,,Missoula,MT,"Missoula County",59803,US,"TIGER/Line® dataset from the US Census Bureau"
59803-2801,46.811758,-113.987645,1,place,,,"Missoula, MT 59803",,,,,Missoula,MT,"Missoula County",59803,US,"TIGER/Line® dataset from the US Census Bureau"
59803-3223,46.811758,-113.987645,1,place,,,"Missoula, MT 59803",,,,,Missoula,MT,"Missoula County",59803,US,"TIGER/Line® dataset from the US Census Bureau"
59803-9500,46.811758,-113.987645,1,place,,,"Missoula, MT 59803",,,,,Missoula,MT,"Missoula County",59803,US,"TIGER/Line® dataset from the US Census Bureau"
59803-9625,46.811758,-113.987645,1,place,,,"Missoula, MT 59803",,,,,Missoula,MT,"Missoula County",59803,US,"TIGER/Line® dataset from the US Census Bureau"
59803-9637,46.811758,-113.987645,1,place,,,"Missoula, MT 59803",,,,,Missoula,MT,"Missoula County",59803,US,"TIGER/Line® dataset from the US Census Bureau"
59804-1167,46.846708,-114.169784,1,place,,,"Missoula, MT 59804",,,,,Missoula,MT,"Missoula County",59804,US,"TIGER/Line® dataset from the US Census Bureau"
59804-3033,46.846708,-114.169784,1,place,,,"Missoula, MT 59804",,,,,Missoula,MT,"Missoula County",59804,US,"TIGER/Line® dataset from the US Census Bureau"
59804-4526,46.846708,-114.169784,1,place,,,"Missoula, MT 59804",,,,,Missoula,MT,"Missoula County",59804,US,"TIGER/Line® dataset from the US Census Bureau"
59807-8687,46.910342,-113.958686,1,place,,,"Missoula, MT 59807",,,,,Missoula,MT,"Missoula County",59807,US,"TIGER/Line® dataset from the US Census Bureau"
59808,46.977603,-114.061856,1,place,,,"Missoula, MT 59808",,,,,Missoula,MT,"Missoula County",59808,US,"TIGER/Line® dataset from the US Census Bureau"
59808-1209,46.977603,-114.061856,1,place,,,"Missoula, MT 59808",,,,,Missoula,MT,"Missoula County",59808,US,"TIGER/Line® dataset from the US Census Bureau"
59808-1821,46.977603,-114.061856,1,place,,,"Missoula, MT 59808",,,,,Missoula,MT,"Missoula County",59808,US,"TIGER/Line® dataset from the US Census Bureau"
59808-2022,46.977603,-114.061856,1,place,,,"Missoula, MT 59808",,,,,Missoula,MT,"Missoula County",59808,US,"TIGER/Line® dataset from the US Census Bureau"
59808-5904,46.977603,-114.061856,1,place,,,"Missoula, MT 59808",,,,,Missoula,MT,"Missoula County",59808,US,"TIGER/Line® dataset from the US Census Bureau"
59808-9050,46.977603,-114.061856,1,place,,,"Missoula, MT 59808",,,,,Missoula,MT,"Missoula County",59808,US,"TIGER/Line® dataset from the US Census Bureau"
59808-9098,46.977603,-114.061856,1,place,,,"Missoula, MT 59808",,,,,Missoula,MT,"Missoula County",59808,US,"TIGER/Line® dataset from the US Census Bureau"
59808-9388,46.977603,-114.061856,1,place,,,"Missoula, MT 59808",,,,,Missoula,MT,"Missoula County",59808,US,"TIGER/Line® dataset from the US Census Bureau"
59808-9389,46.977603,-114.061856,1,place,,,"Missoula, MT 59808",,,,,Missoula,MT,"Missoula County",59808,US,"TIGER/Line® dataset from the US Census Bureau"
59820-9471,46.989275,-114.558456,1,place,,,"Alberton, MT 59820",,,,,Alberton,MT,"Mineral County",59820,US,"TIGER/Line® dataset from the US Census Bureau"
59821-0064,47.220055,-114.024625,1,place,,,"Arlee, MT 59821",,,,,Arlee,MT,"Lake County",59821,US,"TIGER/Line® dataset from the US Census Bureau"
59823-9137,46.87326,-113.86455,1,place,,,"Bonner, MT 59823",,,,,Bonner,MT,"Missoula County",59823,US,"TIGER/Line® dataset from the US Census Bureau"
59823-9215,46.87326,-113.86455,1,place,,,"Bonner, MT 59823",,,,,Bonner,MT,"Missoula County",59823,US,"TIGER/Line® dataset from the US Census Bureau"
59823-9619,46.87326,-113.86455,1,place,,,"Bonner, MT 59823",,,,,Bonner,MT,"Missoula County",59823,US,"TIGER/Line® dataset from the US Census Bureau"
59828-9469,46.31936,-114.11453,1,place,,,"Corvallis, MT 59828",,,,,Corvallis,MT,"Ravalli County",59828,US,"TIGER/Line® dataset from the US Census Bureau"
59828-9648,46.31936,-114.11453,1,place,,,"Corvallis, MT 59828",,,,,Corvallis,MT,"Ravalli County",59828,US,"TIGER/Line® dataset from the US Census Bureau"
59833-6531,46.617296,-114.04192,1,place,,,"Florence, MT 59833",,,,,Florence,MT,"Ravalli County",59833,US,"TIGER/Line® dataset from the US Census Bureau"
59833-6712,46.617296,-114.04192,1,place,,,"Florence, MT 59833",,,,,Florence,MT,"Ravalli County",59833,US,"TIGER/Line® dataset from the US Census Bureau"
59840,46.234189,-114.165774,1,place,,,"Hamilton, MT 59840",,,,,Hamilton,MT,"Ravalli County",59840,US,"TIGER/Line® dataset from the US Census Bureau"
59840-9330,46.234189,-114.165774,1,place,,,"Hamilton, MT 59840",,,,,Hamilton,MT,"Ravalli County",59840,US,"TIGER/Line® dataset from the US Census Bureau"
59846-9521,47.067886,-114.398643,1,place,,,"Huson, MT 59846",,,,,Huson,MT,"Missoula County",59846,US,"TIGER/Line® dataset from the US Census Bureau"
59846-9639,47.067886,-114.398643,1,place,,,"Huson, MT 59846",,,,,Huson,MT,"Missoula County",59846,US,"TIGER/Line® dataset from the US Census Bureau"
59847,46.7454,-114.299241,1,place,,,"Lolo, MT 59847",,,,,Lolo,MT,"Missoula County",59847,US,"TIGER/Line® dataset from the US Census Bureau"
59847-9763,46.7454,-114.299241,1,place,,,"Lolo, MT 59847",,,,,Lolo,MT,"Missoula County",59847,US,"TIGER/Line® dataset from the US Census Bureau"
59853-8502,48.076781,-115.858153,1,place,,,"Noxon, MT 59853",,,,,Noxon,MT,"Sanders County",59853,US,"TIGER/Line® dataset from the US Census Bureau"
59854-0078,47.035882,-113.097461,1,place,,,"Ovando, MT 59854",,,,,Ovando,MT,"Powell County",59854,US,"TIGER/Line® dataset from the US Census Bureau"
59860-1451,47.737279,-114.230256,1,place,,,"Polson, MT 59860",,,,,Polson,MT,"Lake County",59860,US,"TIGER/Line® dataset from the US Census Bureau"
59860-6831,47.737279,-114.230256,1,place,,,"Polson, MT 59860",,,,,Polson,MT,"Lake County",59860,US,"TIGER/Line® dataset from the US Census Bureau"
59860-7878,47.737279,-114.230256,1,place,,,"Polson, MT 59860",,,,,Polson,MT,"Lake County",59860,US,"TIGER/Line® dataset from the US Census Bureau"
59864,47.507347,-114.178287,1,place,,,"Ronan, MT 59864",,,,,Ronan,MT,"Lake County",59864,US,"TIGER/Line® dataset from the US Census Bureau"
59865,47.37245,-114.064086,1,place,,,"Saint Ignatius, MT 59865",,,,,"Saint Ignatius",MT,"Lake County",59865,US,"TIGER/Line® dataset from the US Census Bureau"
59868-0061,47.300776,-113.548481,1,place,,,"Seeley Lake, MT 59868",,,,,"Seeley Lake",MT,"Missoula County",59868,US,"TIGER/Line® dataset from the US Census Bureau"
59870-2808,46.50742,-114.08288,1,place,,,"Stevensville, MT 59870",,,,,Stevensville,MT,"Ravalli County",59870,US,"TIGER/Line® dataset from the US Census Bureau"
59870-6001,46.50742,-114.08288,1,place,,,"Stevensville, MT 59870",,,,,Stevensville,MT,"Ravalli County",59870,US,"TIGER/Line® dataset from the US Census Bureau"
59870-6110,46.50742,-114.08288,1,place,,,"Stevensville, MT 59870",,,,,Stevensville,MT,"Ravalli County",59870,US,"TIGER/Line® dataset from the US Census Bureau"
59870-6371,46.50742,-114.08288,1,place,,,"Stevensville, MT 59870",,,,,Stevensville,MT,"Ravalli County",59870,US,"TIGER/Line® dataset from the US Census Bureau"
59870-6405,46.50742,-114.08288,1,place,,,"Stevensville, MT 59870",,,,,Stevensville,MT,"Ravalli County",59870,US,"TIGER/Line® dataset from the US Census Bureau"
59870-6673,46.50742,-114.08288,1,place,,,"Stevensville, MT 59870",,,,,Stevensville,MT,"Ravalli County",59870,US,"TIGER/Line® dataset from the US Census Bureau"
59870-7034,46.50742,-114.08288,1,place,,,"Stevensville, MT 59870",,,,,Stevensville,MT,"Ravalli County",59870,US,"TIGER/Line® dataset from the US Census Bureau"
59874-9688,47.794472,-115.538422,1,place,,,"Trout Creek, MT 59874",,,,,"Trout Creek",MT,"Sanders County",59874,US,"TIGER/Line® dataset from the US Census Bureau"
59875-9743,46.395224,-114.160159,1,place,,,"Victor, MT 59875",,,,,Victor,MT,"Ravalli County",59875,US,"TIGER/Line® dataset from the US Census Bureau"
59901-2335,48.202765,-114.303919,1,place,,,"Kalispell, MT 59901",,,,,Kalispell,MT,"Flathead County",59901,US,"TIGER/Line® dataset from the US Census Bureau"
59901-2372,48.202765,-114.303919,1,place,,,"Kalispell, MT 59901",,,,,Kalispell,MT,"Flathead County",59901,US,"TIGER/Line® dataset from the US Census Bureau"
59901-2996,48.202765,-114.303919,1,place,,,"Kalispell, MT 59901",,,,,Kalispell,MT,"Flathead County",59901,US,"TIGER/Line® dataset from the US Census Bureau"
59901-3415,48.202765,-114.303919,1,place,,,"Kalispell, MT 59901",,,,,Kalispell,MT,"Flathead County",59901,US,"TIGER/Line® dataset from the US Census Bureau"
59901-4770,48.202765,-114.303919,1,place,,,"Kalispell, MT 59901",,,,,Kalispell,MT,"Flathead County",59901,US,"TIGER/Line® dataset from the US Census Bureau"
59901-6783,48.202765,-114.303919,1,place,,,"Kalispell, MT 59901",,,,,Kalispell,MT,"Flathead County",59901,US,"TIGER/Line® dataset from the US Census Bureau"
59901-7428,48.202765,-114.303919,1,place,,,"Kalispell, MT 59901",,,,,Kalispell,MT,"Flathead County",59901,US,"TIGER/Line® dataset from the US Census Bureau"
59901-7440,48.202765,-114.303919,1,place,,,"Kalispell, MT 59901",,,,,Kalispell,MT,"Flathead County",59901,US,"TIGER/Line® dataset from the US Census Bureau"
59901-8725,48.202765,-114.303919,1,place,,,"Kalispell, MT 59901",,,,,Kalispell,MT,"Flathead County",59901,US,"TIGER/Line® dataset from the US Census Bureau"
59901-8884,48.202765,-114.303919,1,place,,,"Kalispell, MT 59901",,,,,Kalispell,MT,"Flathead County",59901,US,"TIGER/Line® dataset from the US Census Bureau"
59904-0634,48.240382,-114.256123,1,place,,,"Kalispell, MT 59904",,,,,Kalispell,MT,"Flathead County",59904,US,"TIGER/Line® dataset from the US Census Bureau"
59911-6547,48.0737,-114.09009,1,place,,,"Bigfork, MT 59911",,,,,Bigfork,MT,"Flathead County",59911,US,"TIGER/Line® dataset from the US Census Bureau"
59911-7352,48.0737,-114.09009,1,place,,,"Bigfork, MT 59911",,,,,Bigfork,MT,"Flathead County",59911,US,"TIGER/Line® dataset from the US Census Bureau"
59912,48.37246,-114.18152,1,place,,,"Columbia Falls, MT 59912",,,,,"Columbia Falls",MT,"Flathead County",59912,US,"TIGER/Line® dataset from the US Census Bureau"
59912-2831,48.37246,-114.18152,1,place,,,"Columbia Falls, MT 59912",,,,,"Columbia Falls",MT,"Flathead County",59912,US,"TIGER/Line® dataset from the US Census Bureau"
59912-8898,48.37246,-114.18152,1,place,,,"Columbia Falls, MT 59912",,,,,"Columbia Falls",MT,"Flathead County",59912,US,"TIGER/Line® dataset from the US Census Bureau"
59914-9722,47.854921,-114.281873,1,place,,,"Dayton, MT 59914",,,,,Dayton,MT,"Lake County",59914,US,"TIGER/Line® dataset from the US Census Bureau"
59917-8204,48.87635,-115.05378,1,place,,,"Eureka, MT 59917",,,,,Eureka,MT,"Lincoln County",59917,US,"TIGER/Line® dataset from the US Census Bureau"
59917-9351,48.87635,-115.05378,1,place,,,"Eureka, MT 59917",,,,,Eureka,MT,"Lincoln County",59917,US,"TIGER/Line® dataset from the US Census Bureau"
59922-0680,48.01293,-114.22948,1,place,,,"Lakeside, MT 59922",,,,,Lakeside,MT,"Flathead County",59922,US,"TIGER/Line® dataset from the US Census Bureau"
59922-0982,48.01293,-114.22948,1,place,,,"Lakeside, MT 59922",,,,,Lakeside,MT,"Flathead County",59922,US,"TIGER/Line® dataset from the US Census Bureau"
59922-9789,48.01293,-114.22948,1,place,,,"Lakeside, MT 59922",,,,,Lakeside,MT,"Flathead County",59922,US,"TIGER/Line® dataset from the US Census Bureau"
59932-0387,48.06771,-114.2017,1,place,,,"Somers, MT 59932",,,,,Somers,MT,"Flathead County",59932,US,"TIGER/Line® dataset from the US Census Bureau"
59937,48.41358,-114.33569,1,place,,,"Whitefish, MT 59937",,,,,Whitefish,MT,"Flathead County",59937,US,"TIGER/Line® dataset from the US Census Bureau"
59937-1709,48.41358,-114.33569,1,place,,,"Whitefish, MT 59937",,,,,Whitefish,MT,"Flathead County",59937,US,"TIGER/Line® dataset from the US Census Bureau"
59937-2739,48.41358,-114.33569,1,place,,,"Whitefish, MT 59937",,,,,Whitefish,MT,"Flathead County",59937,US,"TIGER/Line® dataset from the US Census Bureau"
59937-7519,48.41358,-114.33569,1,place,,,"Whitefish, MT 59937",,,,,Whitefish,MT,"Flathead County",59937,US,"TIGER/Line® dataset from the US Census Bureau"
59937-8107,48.41358,-114.33569,1,place,,,"Whitefish, MT 59937",,,,,Whitefish,MT,"Flathead County",59937,US,"TIGER/Line® dataset from the US Census Bureau"
59937-8363,48.41358,-114.33569,1,place,,,"Whitefish, MT 59937",,,,,Whitefish,MT,"Flathead County",59937,US,"TIGER/Line® dataset from the US Census Bureau"
59937-8413,48.41358,-114.33569,1,place,,,"Whitefish, MT 59937",,,,,Whitefish,MT,"Flathead County",59937,US,"TIGER/Line® dataset from the US Census Bureau"
59937-9001,48.41358,-114.33569,1,place,,,"Whitefish, MT 59937",,,,,Whitefish,MT,"Flathead County",59937,US,"TIGER/Line® dataset from the US Census Bureau"
